Наименование эмитента; ИНН эмитента; Государственный регистрационный номер выпуска; Дата государственной регистрации выпуска; Вид ценной бумаги (государственная облигация, облигация, акция, биржевая облигация, пай); Торговая площадка; ИНН торговой площадки; Код ЦБ на торговой площадке; ISIN; Оставшаяся непогашенной часть номинала ЦБ; Валюта номинала; Дата погашения ЦБ; Размер государственных гарантий по ценной бумаге (для ипотечных ценных бумаг); Дата начала размещения выпуска; Дата окончания размещения выпуска; Дата регистрации отчета об итогах выпуска; Рыночная цена, рассчитываемая в соответствии с постановлением ФСФР №10-65/пз-н от 09.11.2010г.; Рыночная цена, рассчитываемая в соответствии с (Приказ ФСФР от 26.12.2006 N 06-155/пз-н); Признаваемая котировка ЦБ (Постановление ФСФР № 05-21/пз-н от 15.06.2005); Рыночная стоимость всех ЦБ данного выпуска (Постановление ФСФР №10-65/пз-н от 09.11.2010г.); НКД; Объем сделок, по которым был произведен расчет рыночной цены ценной бумаги (Приказ ФСФР от 26.12.2006 N 06-155/пз-н); Минимальная цена рыночной сделки; Максимальная цена рыночной сделки; Средневзвешенная цена; Доходность к погашению; Отчетная дата; Дата предоставления информации; Режим торгов; Количество ценных бумаг в выпуске; Количество размещенных ценных бумаг выпуска; Общий объем эмиссии в валюте номинала; Цена последней сделки; Цена закрытия; Дюрация, дней; Цена спроса на момент окончания торговой сессии; Дата ближайшей оферты по облигациям
МежФинКор2;9909079501;;01.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JSLQ0;RU000A0JSLQ0;10000000;RUR;26.11.2017;0;29.11.2012;26.11.2017;28.11.2012;0;0;0;0;234246,58;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;500;500;5000000000;0;0;0;0;
МежФинКор3;9909079501;;01.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JSLR8;RU000A0JSLR8;10000000;RUR;26.11.2017;0;29.11.2012;26.11.2017;28.11.2012;0;0;10020000;0;234246,58;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;300;300;3000000000;0;10020000;0;0;
ФСК ЕЭС-22;4716016979;4-22-65018-D;21.06.2012;об;ОАО Московская Биржа;7703507076;RU000A0JSQ58;RU000A0JSQ58;1000;RUR;21.07.2027;0;17.08.2012;21.07.2027;14.08.2012;990,1;0;988;9901000000;9,59;0;981,1;990;986;14,09;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;988;988;147;985;03.08.2022
Промсвб-13;7744000912;41103251B;23.05.2012;об;ОАО Московская Биржа;7703507076;RU000A0JSQP1;RU000A0JSQP1;1000;RUR;01.02.2018;0;22.05.2013;01.02.2018;24.08.2012;999,8000000000001;999,9;1000;4999000000;11,41;36145659;999,5;1000;999,8000000000001;12,62;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;1000;1000;481;999,5;
БелгОб2012;3124016792;RU34006BEL0;23.07.2012;об;ОАО Московская Биржа;7703507076;RU000A0JSRL8;RU000A0JSRL8;200;RUR;08.08.2017;0;04.07.2013;;14.08.2012;196,2;0;196,1;981000000;1,03;0;196,1;196,1;196,1;10,44;07.09.2016;08.09.2016;EQOB;5000000;5000000;1000000000;196,1;196,1;192;196;
Волгогр 06;3444059139;RU34006VGG1;14.08.2012;об;ОАО Московская Биржа;7703507076;RU000A0JSVC9;RU000A0JSVC9;200;RUR;23.08.2017;0;20.01.2014;;;198,9;198,9;198,9;198900000;0,72;1757480,4;198,9;198,9;198,9;10,35;07.09.2016;08.09.2016;EQOB;1000000;1000000;200000000;198,9;198,9;338;198,6;
НижгорОбл8;5200000021;RU34008NJG0;16.08.2012;об;ОАО Московская Биржа;7703507076;RU000A0JSVD7;RU000A0JSVD7;400;RUR;29.08.2017;0;07.02.2013;;29.08.2012;398,64;398,68;399,36;3189120000;1,45;39666811,44;399,36;399,8;399,4;9,83;07.09.2016;08.09.2016;EQOB;8000000;8000000;3200000000;399,36;399,36;348;398,4;
Зенит 8обл;7729405872;40903255B;15.05.2012;об;ОАО Московская Биржа;7703507076;RU000A0JSVF2;RU000A0JSVF2;1000;RUR;23.08.2017;0;25.12.2012;23.08.2017;17.09.2012;1007;1007,6;1009,4;5035000000;4,79;14561353,9;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1009,4;168;1007,4;27.02.2017
РТК 04;7710578825;4-04-55811-H;09.08.2012;об;ОАО Московская Биржа;7703507076;RU000A0JSXA9;RU000A0JSXA9;1000;RUR;18.08.2027;0;07.03.2013;18.08.2027;23.10.2012;0;0;985;0;2,3;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;985;0;0;06.09.2016
Новсиб 5об;5406285846;RU34005NSB1;28.08.2012;об;ОАО Московская Биржа;7703507076;RU000A0JSY25;RU000A0JSY25;100;RUR;06.09.2017;0;09.01.2013;;07.09.2012;97,54;0;97,6;195080000;0,67;0;97,59;98;97,61;9,8;07.09.2016;08.09.2016;EQOB;2000000;2000000;200000000;97,6;97,6;353;96,9;
ВТБ24 3ИПА;7710353606;41001623B;24.08.2012;об;ОАО Московская Биржа;7703507076;RU000A0JSZF3;RU000A0JSZF3;415,23;RUR;15.09.2044;0;08.11.2012;15.09.2044;23.10.2012;0;0;0;0;1,02;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;4000000;4000000;1660920000;0;0;0;415,64523;
ВТБ24 3ИПБ;7710353606;41101623B;24.08.2012;об;ОАО Московская Биржа;7703507076;RU000A0JSZG1;RU000A0JSZG1;415,23;RUR;15.09.2044;0;08.11.2012;15.09.2044;23.10.2012;0;0;415,23;0;0,34;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2000000;2000000;830460000;0;415,23;0;249,262569;
ЛСР 03 обл;7838360491;4-03-55234-E;02.11.2011;об;ОАО Московская Биржа;7703507076;RU000A0JSZM9;RU000A0JSZM9;1000;RUR;08.09.2017;0;21.09.2012;08.09.2017;20.09.2012;0;0;1000;0;0,49;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;0;1000;0;0;15.09.2016
РЕСО-Гар02;7710045520;4-02-00074-Z;03.04.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT1B3;RU000A0JT1B3;1000;RUR;13.09.2022;0;08.05.2013;13.09.2022;16.10.2012;0;0;1001;0;55,56;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1001;0;974,5;22.09.2017
ФСК ЕЭС-25;4716016979;4-25-65018-D;21.06.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT2K2;RU000A0JT2K2;1000;RUR;14.09.2027;0;12.10.2012;14.09.2027;08.10.2012;998,4000000000001;0;987,8;14976000000,000001;38,17;0;987;990;987,8;34,76;07.09.2016;08.09.2016;EQOB;15000000;15000000;15000000000;990;987,8;20;995;04.10.2016
ОткрХОЛ 3;7708730590;4-03-14406-A;18.09.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT3J2;RU000A0JT3J2;1000;RUR;17.09.2027;0;07.02.2013;17.09.2027;25.10.2012;997,2;0;999,9;6980400000;21,89;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;7000000;7000000;7000000000;0;999,9;23;974;27.06.2017
ВЭБ 18;7750004150;4-23-00004-T;26.01.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT403;RU000A0JT403;1000;RUR;17.09.2032;0;07.11.2012;17.09.2032;30.10.2012;1001,5;1001,4;1001;10015000000;49,56;73165913,5;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1001;30;1001;11.10.2016
МегафонФ05;7825500977;4-05-36027-R;29.03.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT4G6;RU000A0JT4G6;1000;RUR;29.09.2022;0;27.05.2013;29.09.2022;15.10.2012;967,3000000000001;0;980,4000000000001;9673000000;0,42;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;980,4000000000001;29;978,3;11.10.2016
ВолгСпорт2;5257116711;4-02-20468-P;25.09.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT593;RU000A0JT593;1000;RUR;29.02.2024;0;14.11.2012;29.02.2024;09.11.2012;0;0;1000;0;2,17;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;1900000;1900000;1900000000;0;1000;0;0;
ВЭБ 19;7750004150;4-24-00004-T;26.01.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT6B2;RU000A0JT6B2;1000;RUR;23.09.2032;0;07.11.2012;23.09.2032;30.10.2012;1002,5;0;1002,5;10025000000;47,6;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1002,5;36;981,1;17.10.2016
ГПБ 10;7744001497;41000354B;26.10.2011;об;ОАО Московская Биржа;7703507076;RU000A0JT6D8;RU000A0JT6D8;1000;RUR;12.10.2017;0;05.12.2012;12.10.2017;27.11.2012;0;0;1007;0;43;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1007;0;1006,4;
ГПБ 11;7744001497;41100354B;26.10.2011;об;ОАО Московская Биржа;7703507076;RU000A0JT6G1;RU000A0JT6G1;1000;RUR;10.10.2019;0;05.12.2012;10.10.2019;27.11.2012;1001;0;1002;10010000000;43,8;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1002;36;1000;16.04.2018
ГПБ 12;7744001497;41200354B;26.10.2011;об;ОАО Московская Биржа;7703507076;RU000A0JT6J5;RU000A0JT6J5;1000;RUR;06.10.2022;0;05.12.2012;06.10.2022;27.11.2012;1000,6;0;1000,6;10006000000;43;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1000,6;36;974,5999999999999;17.10.2016
ГПБ 07;7744001497;40700354B;26.10.2011;об;ОАО Московская Биржа;7703507076;RU000A0JT767;RU000A0JT767;1000;RUR;17.10.2016;0;05.12.2012;17.10.2016;27.11.2012;1001,1;1001,1;999;10011000000;41,82;1273377,1;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;999;40;998;
Карелия 15;1001040590;RU34015KAR0;12.10.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT7L9;RU000A0JT7L9;100;RUR;22.10.2017;0;28.05.2013;;;98,9;98,9;98,9;148350000;1,21;555924,25;0;0;0;0;07.09.2016;08.09.2016;EQOB;1500000;1500000;150000000;0;98,9;390;98,5;
РСХБ 17;7725114488;41703349B;08.02.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT7M7;RU000A0JT7M7;1000;RUR;11.10.2022;0;28.02.2013;11.10.2022;15.11.2012;1002,9000000000001;1002,9000000000001;1003,6;10029000000;46,55;52723533,1;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1003,6;41;981,1;20.10.2016
ВЭБЛизUSD5;7709413138;4-14-43801-H;14.06.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT7N5;RU000A0JT7N5;1000;USD;17.10.2017;0;27.12.2012;17.10.2017;27.11.2012;0;0;1000;0;21,25;0;0;0;0;0;07.09.2016;08.09.2016;TQOD;100000;100000;100000000;0;1000;0;0;
ВЭБЛизUSD6;7709413138;4-15-43801-H;14.06.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT7P0;RU000A0JT7P0;1000;USD;17.10.2017;0;27.12.2012;17.10.2017;27.11.2012;0;0;1000;0;21,25;0;0;0;0;0;07.09.2016;08.09.2016;TQOD;100000;100000;100000000;0;1000;0;0;
ФСК ЕЭС-21;4716016979;4-21-65018-D;21.06.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT7T2;RU000A0JT7T2;1000;RUR;06.10.2027;0;20.11.2012;06.10.2027;06.11.2012;997,5;997,5;997,5;9975000000;33,56;120047130;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;997,5;216;981,1;26.04.2017
РСХБ 18;7725114488;41803349B;08.02.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT874;RU000A0JT874;1000;RUR;13.10.2022;0;28.02.2013;13.10.2022;15.11.2012;1010;0;1014,7;5050000000;46,27;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1014,7;215;1005,1;24.04.2017
КраснЯрКр6;2460071533;RU34006KNA0;15.10.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT8G7;RU000A0JT8G7;400;RUR;19.10.2017;0;25.10.2012;;;395,92;395,76;396,76;6695007200;12,57;700085,16;0;0;0;0;07.09.2016;08.09.2016;EQOB;16910000;16910000;6764000000;0;396,76;213;393,24;
ПочтаРос02;7724261610;4-02-00005-T;04.10.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT8N3;RU000A0JT8N3;1000;RUR;18.10.2019;0;10.12.2012;18.10.2019;20.11.2012;1005,1999999999999;0;1012,6999999999999;3015600000;45,37;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;0;1012,6999999999999;44;691,7;25.10.2016
ПочтаРос03;7724261610;4-03-00005-T;04.10.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT8R4;RU000A0JT8R4;1000;RUR;18.10.2019;0;10.12.2012;18.10.2019;20.11.2012;1006,4;0;1002;3019200000;45,37;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;0;1002;44;753,7;25.10.2016
ПочтаРос04;7724261610;4-04-00005-T;04.10.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT8T0;RU000A0JT8T0;1000;RUR;18.10.2019;0;10.12.2012;18.10.2019;20.11.2012;0;0;1003,5;0;45,37;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;0;1003,5;0;944,0999999999999;25.10.2016
ЛСР 04 обл;7838360491;4-04-55234-E;02.11.2011;об;ОАО Московская Биржа;7703507076;RU000A0JT8Z7;RU000A0JT8Z7;1000;RUR;20.10.2017;0;31.10.2012;20.10.2017;29.10.2012;0;0;990;0;0,38;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2800000;2800000;2800000000;0;990;0;976;27.10.2016
Роснефть04;7706107510;4-04-00122-A;10.07.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT940;RU000A0JT940;1000;RUR;17.10.2022;0;30.11.2012;17.10.2022;;993,3;0;995;9933000000;31,81;0;995;995;995;9,26;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;995;995;389;983,1;27.10.2017
Роснефть05;7706107510;4-05-00122-A;10.07.2012;об;ОАО Московская Биржа;7703507076;RU000A0JT965;RU000A0JT965;1000;RUR;17.10.2022;0;30.11.2012;17.10.2022;;992,6;993,3;992,5;9926000000;31,81;6749480,8;992,5;992,5;992,5;9,51;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;992,5;992,5;389;993;27.10.2017
Европлан-3;6164077483;4-03-56453-P;28.12.2011;об;ОАО Московская Биржа;7703507076;RU000A0JT9S0;RU000A0JT9S0;1000;RUR;31.10.2017;0;29.08.2013;31.10.2017;04.12.2012;1001;0;1002,5;3503500000;43,49;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;3500000;5000000000;0;1002,5;55;997,0999999999999;04.11.2016
Ростел 17;7707049388;4-64-00124-A;28.06.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTAQ1;RU000A0JTAQ1;1000;RUR;02.11.2017;0;21.11.2012;02.11.2017;15.11.2012;1003,1;0;1001;10031000000;35,96;0;1001;1001;1001;10,62;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;1001;1001;312;1001,5;
ГлДорога 7;7726581132;4-07-12755-A;25.09.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTB96;RU000A0JTB96;1000;RUR;30.10.2029;0;13.12.2012;30.10.2029;29.11.2012;0;0;1000;0;123,66;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;1400000;1400000;1400000000;0;1000;0;601,1;
КраснодКр4;2308040000;RU34004KND0;02.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTBA3;RU000A0JTBA3;200;RUR;09.11.2017;0;03.06.2013;;15.11.2012;199;199;198,9;2388000000;1,32;258060834,22;198,9;198,9;198,9;10,14;07.09.2016;08.09.2016;EQOB;12000000;12000000;2400000000;198,9;198,9;236;197,78;
АИЖ11А1/12;7725699639;4-04-74103-H;08.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTCV7;RU000A0JTCV7;420,73;RUR;25.05.2045;0;26.12.2012;25.05.2045;18.12.2012;0;0;0;0;1,35;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;3175000;3175000;1335817750;0;0;0;0;
Меркурий-1;7715372553;4-01-00177-R;04.06.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTD37;RU000A0JTD37;1000;RUR;28.11.2019;0;05.08.2013;28.11.2019;;0;0;904;0;0;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;380000;380000;380000000;0;904;0;0;
ИА ИТБ 1 А;7743855150;4-01-79143-H;08.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTD45;RU000A0JTD45;140,17;RUR;03.08.2045;0;14.12.2012;03.08.2045;06.12.2012;0;0;139,11872499999998;0;1,18;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2399952;2399952;336401271,84;0;139,11872499999998;0;84,144051;
АИЖ11А2/12;7725699639;4-05-74103-H;08.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTD52;RU000A0JTD52;420,73;RUR;25.05.2045;0;26.12.2012;25.05.2045;18.12.2012;0;0;420,73;0;0,45;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;1587000;1587000;667698510;0;420,73;0;252,564219;
СПбГО-39;7830002430;RU25039GSP0;19.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTDL6;RU000A0JTDL6;1000;RUR;01.06.2017;0;;;06.12.2012;988,1999999999999;0;991;6917399999,999999;21,11;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;7000000;7000000;7000000000;0;991;260;987;
Башкорт7об;0274033209;RU34007BAS0;21.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTDR3;RU000A0JTDR3;400;RUR;29.11.2016;0;26.03.2013;;04.12.2012;398,84;0;404;1196520000;0,76;0;404;404;404;4,27;07.09.2016;08.09.2016;EQOB;3000000;3000000;1200000000;404;404;83;399,2;
ТомскАдм 4;7017004461;RU34004TOM1;16.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTDV5;RU000A0JTDV5;400;RUR;29.11.2016;0;04.12.2012;;;398,96;398,92;398,96;398960000;0,75;780291,88;398,8;398,96;398,96;10,01;07.09.2016;08.09.2016;EQOB;1000000;1000000;400000000;398,96;398,96;83;397,8;
АИЖК 24об;7729355614;4-24-00739-A;12.07.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTDX1;RU000A0JTDX1;1000;RUR;01.11.2022;0;12.12.2012;01.11.2022;;0;0;1014,5;0;11,05;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;6000000;6000000;6000000000;0;1014,5;0;612,5;03.11.2017
Газпрнеф12;5504036333;4-12-00146-A;28.12.2011;об;ОАО Московская Биржа;7703507076;RU000A0JTDY9;RU000A0JTDY9;1000;RUR;23.11.2022;0;28.12.2012;23.11.2022;21.12.2012;990,8;0;991;9908000000;22,82;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;991;426;986;05.12.2017
СвердлОб2;6661004608;RU34002SVS0;26.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTDZ6;RU000A0JTDZ6;200;RUR;04.12.2017;0;28.05.2013;;;195,24;0;198;585720000;0,3;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;3000000;3000000;600000000;0;198;303;188,4;
АгроКомБО1;7705800231;4B02-01-00173-R;26.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTEM2;RU000A0JTEM2;1000;RUR;08.12.2022;0;25.03.2013;10.12.2015;10.12.2012;0;0;895;0;93,15;0;895;895;895;66,37;07.09.2016;08.09.2016;EQOB;1000000;1000000;1000000000;895;895;93;815,5;15.12.2016
Правоурми1;2717015290;4-01-36417-R;22.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTER1;RU000A0JTER1;1000;RUR;26.12.2019;0;08.07.2013;26.12.2019;12.03.2013;999,9;0;999,7;2999700000;2,96;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;0;999,7;1068;992;
Дельта09ИП;7705285534;40903338B;18.05.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTF43;RU000A0JTF43;1000;RUR;05.12.2017;0;16.01.2013;05.12.2017;09.01.2013;0;0;1019;0;29,24;0;1019;1019;1019;10,15;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;1019;1019;425;1000,5;08.12.2015
МКБ 11обл;7734202860;41101978B;23.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTF50;RU000A0JTF50;1000;RUR;05.06.2018;0;27.05.2013;05.06.2018;20.12.2012;997,8;0;995,1999999999999;2993400000;30,88;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;0;995,1999999999999;575;980;
ВологодОб3;3525115247;RU34003VLG0;29.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTF68;RU000A0JTF68;200;RUR;05.12.2017;0;11.12.2012;;;199,66;199,66;199,92;918436000;0,05;628911,8;197,98;199,92;199,66;10,33;07.09.2016;08.09.2016;EQOB;4600000;4600000;920000000;199,92;199,92;306;199,8;
Удмуртия-6;1831041689;RU34006UDM0;03.12.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTF76;RU000A0JTF76;300;RUR;05.12.2017;0;23.04.2013;;;293,37;0;293,96999999999997;733425000;7,64;0;293,96999999999997;293,96999999999997;293,96999999999997;9,5;07.09.2016;08.09.2016;EQOB;2500000;2500000;750000000;293,96999999999997;293,96999999999997;430;291;
БЖФ-1 1об;7725687425;4-01-72790-H;20.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTFA4;RU000A0JTFA4;125,46;RUR;05.05.2042;0;01.02.2013;05.05.2042;24.01.2013;0;0;123,76629;0;0,99;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;1100578;1100578;138078515,88;0;123,76629;0;91,171782;
ГлДорога 6;7726581132;4-06-12755-A;28.12.2011;об;ОАО Московская Биржа;7703507076;RU000A0JTFB2;RU000A0JTFB2;1000;RUR;22.11.2028;0;14.01.2013;22.11.2028;20.12.2012;0;0;1000;0;130,89;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;8172920;8172920;8172920000;0;1000;0;998;
ТКБ-3;7709129705;40302210B;23.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTFC0;RU000A0JTFC0;1000;RUR;06.06.2018;0;30.04.2013;06.06.2018;27.12.2012;0;0;862,0999999999999;0;32,41;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;1000000;1000000;1000000000;0;862,0999999999999;0;0;
ИАВТБ24-1А;7704697743;4-01-74093-H;29.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTFT4;RU000A0JTFT4;363,03;RUR;28.02.2042;0;28.12.2012;28.02.2042;25.12.2012;0;0;363,03;0;0,87;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;15800000;15800000;5735874000;0;363,03;0;217,926909;
О'КЕЙ-02;7826087713;4-02-36415-R;18.10.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTFU2;RU000A0JTFU2;1000;RUR;12.12.2017;0;15.11.2013;12.12.2017;25.12.2012;1006,5999999999999;0;1016,7;3019799999,9999995;27,01;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;0;1016,7;432;1002,6;
ЛенССМУ 02;7802084569;4-02-17644-J;20.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTFX6;RU000A0JTFX6;670;RUR;12.12.2017;0;23.04.2013;12.12.2017;27.12.2012;679,983;0;680,0500000000001;3399914999,9999995;20,13;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;3350000000;0;680,0500000000001;222;670,067;
СтаврКрай1;2634038135;RU34001STV0;07.12.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTFZ1;RU000A0JTFZ1;200;RUR;12.12.2017;0;27.08.2013;;;197,68;0;198,68;988400000;4,1;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;1000000000;0;198,68;307;197,4;
ВоронежОб5;3666098668;RU34005VRO0;11.12.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTG34;RU000A0JTG34;200;RUR;17.12.2017;0;18.12.2012;;18.12.2012;194,02;194,02;194,16;970100000;3,19;764860,42;192,92;194,16;193,62;10,53;07.09.2016;08.09.2016;EQOB;5000000;5000000;1000000000;194,16;194,16;312;193;
ОткрХМБ 1;8601000666;40102179B;22.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTG83;RU000A0JTG83;1000;RUR;13.12.2017;0;04.12.2013;13.12.2017;20.12.2012;0;0;977,5;0;26,47;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;0;977,5;0;974;
ИА НОМОС А;7743835651;4-01-78371-H;29.11.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTG91;RU000A0JTG91;275,29;RUR;07.11.2045;0;27.02.2013;07.11.2045;19.02.2013;0;0;271,43594;0;2,05;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;3753253;3753253;1033233018,3700001;0;271,43594;0;265,93014;
ТомскОб 45;7000000885;RU34045TMS0;13.12.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTGD6;RU000A0JTGD6;350;RUR;19.12.2017;0;28.05.2013;;20.12.2012;346,15000000000003;0;347,90000000000003;1730750000,0000002;6,51;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;1750000000;0;347,90000000000003;392;344,33;
ОренОбл 01;5610013786;RU34001AOR0;11.12.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTGE4;RU000A0JTGE4;500;RUR;14.12.2017;0;19.06.2013;;20.12.2012;496,9;0;490,55;1987600000;11,37;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;4000000;4000000;2000000000;0;490,55;391;490,90000000000003;
РязОбл 02;6231014428;RU34002RAZ0;07.12.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTGF1;RU000A0JTGF1;250;RUR;14.12.2017;0;29.08.2013;;20.12.2012;248,5;0;248,75;621250000;5,4;0;248,75;249;248,775;10,29;07.09.2016;08.09.2016;EQOB;2500000;2500000;625000000;248,75;248,75;432;248,07500000000002;
ТверОбл 12;6901001459;RU34008TVE0;19.12.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTGN5;RU000A0JTGN5;500;RUR;18.12.2017;0;24.12.2012;;;499,7;499,65000000000003;499,54999999999995;1499100000;10,5;78194004,05;495,5;499,79999999999995;499,65000000000003;10,16;07.09.2016;08.09.2016;EQOB;3000000;3000000;1500000000;499,54999999999995;499,54999999999995;268;498,1;
ОткрХОЛ 4;7708730590;4-04-14406-A;18.09.2012;об;ОАО Московская Биржа;7703507076;RU000A0JTH82;RU000A0JTH82;1000;RUR;08.12.2027;0;17.05.2013;08.12.2027;15.01.2013;1000,1;0;999,5;5000500000;25,32;0;999,5;999,5;999,5;13,82;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;999,5;999,5;14;981;26.09.2016
